Round,Money,Initial Bet,BLACKJACK,WIN,DOUBLE_WIN,PUSH,DOUBLE_BUST,BUST,DOUBLE_LOSE,LOSE
224,9997.875,1.0,0,0,0,1,0,0,0,1
225,9996.875,1.0,0,1,0,0,0,0,0,0
226,9997.875,1.0,0,0,0,1,0,0,0,0
227,9997.875,1.0,0,0,0,0,0,0,0,1
228,9996.875,1.0,0,1,0,0,0,0,0,0
229,9997.875,1.0,0,1,0,0,0,0,0,0
230,9998.875,1.0,0,1,0,0,0,0,0,0
231,9999.875,1.0,0,0,0,0,0,0,0,1
232,9998.875,1.0,0,0,0,0,0,1,0,0
233,9997.875,1.0,0,0,0,0,0,0,0,1
234,9996.875,1.0,0,0,0,0,0,0,0,1
235,9995.875,1.0,0,1,0,0,0,0,0,0
236,9996.875,1.0,1,0,0,0,0,0,0,0
237,9998.375,1.0,0,0,1,0,0,0,0,0
238,10000.375,1.0,0,0,0,0,0,1,0,0
239,9999.375,1.0,0,1,0,0,0,0,0,0
240,10000.375,1.0,0,0,0,0,0,1,0,0
241,9999.375,1.0,0,1,0,0,0,0,0,0
242,10000.375,1.0,0,1,0,0,0,0,0,0
243,10001.375,1.0,0,0,0,0,0,0,1,0
244,9999.375,1.0,0,1,0,0,0,0,0,0
245,10000.375,1.0,0,0,0,0,0,0,0,1
246,9999.375,1.0,0,0,0,0,0,1,0,0
247,9998.375,1.0,0,1,0,0,0,0,0,0
248,9999.375,1.0,0,1,0,0,0,0,0,0
249,10000.375,1.0,0,1,0,0,0,0,0,0
250,10001.375,1.0,0,0,0,0,0,0,0,1
251,10000.375,1.0,0,0,0,0,0,0,0,1
252,9999.375,1.0,0,1,0,0,0,0,0,0
253,10000.375,1.0,0,1,0,0,0,0,0,0
254,10001.375,1.0,0,0,0,0,0,0,0,1
255,10000.375,1.0,0,0,0,0,0,0,1,0
256,9998.375,1.0,0,0,0,0,0,0,1,0
257,9996.375,1.5,0,0,0,1,0,0,0,0
258,9996.375,1.75,0,0,0,0,0,0,0,1
259,9994.625,1.25,0,0,1,0,0,0,0,0
260,9997.125,2.0,0,0,0,0,0,0,1,0
261,9993.125,4.75,0,1,0,0,0,0,0,0
262,9997.875,4.25,0,1,0,0,0,0,0,0
263,10002.125,4.5,0,0,1,0,0,0,0,0
264,10011.125,5.5,0,0,0,1,0,0,0,0
265,10011.125,4.5,0,0,1,0,0,0,0,0
266,10020.125,4.25,0,1,0,0,0,0,0,0
267,10024.375,3.25,0,0,0,0,0,0,0,1
268,10021.125,3.25,1,0,0,0,0,0,0,0
269,10026.0,1.25,0,0,0,0,0,0,0,1
270,10024.75,1.0,0,1,0,0,0,0,0,0
271,10025.75,1.0,0,0,0,0,0,0,1,0
272,10023.75,1.0,1,0,0,0,0,0,0,0
273,10025.25,1.0,0,1,0,0,0,0,0,0
274,10026.25,1.0,0,0,0,0,0,0,0,1
275,10025.25,1.0,0,0,0,0,0,1,0,0
276,10024.25,1.0,0,0,0,0,0,0,1,0
277,10022.25,1.0,0,0,0,0,0,0,0,1
278,10021.25,1.0,0,0,0,0,0,0,0,1
279,10020.25,1.0,0,0,0,0,0,0,0,1
280,10019.25,1.0,0,1,0,0,0,0,0,0
281,10020.25,1.0,0,1,0,0,0,0,0,0
282,10021.25,1.0,1,0,0,0,0,0,0,0
283,10022.75,1.0,0,1,0,0,0,0,0,0
