Round,Money,Initial Bet,BLACKJACK,WIN,DOUBLE_WIN,PUSH,DOUBLE_BUST,BUST,DOUBLE_LOSE,LOSE
80,9983.625,1.0,0,0,0,0,0,1,0,0
81,9982.625,1.0,0,1,0,0,0,0,0,0
82,9983.625,1.0,0,1,0,0,0,0,0,0
83,9984.625,1.0,0,0,0,0,0,0,0,1
84,9983.625,1.0,0,0,0,0,0,0,0,1
85,9982.625,1.0,0,0,0,0,0,1,0,0
86,9981.625,1.0,1,0,0,0,0,0,0,0
87,9983.125,1.0,0,0,0,0,0,1,0,0
88,9982.125,1.0,0,0,0,0,0,0,0,1
89,9981.125,1.0,0,0,0,0,0,1,0,0
90,9980.125,1.0,0,1,0,0,0,0,0,0
91,9981.125,1.0,0,0,1,0,0,0,0,0
92,9983.125,1.0,0,1,0,0,0,0,0,0
93,9984.125,1.0,0,1,0,0,0,0,0,0
94,9985.125,1.0,0,1,0,0,0,0,0,0
95,9986.125,1.0,0,0,0,0,0,0,0,1
96,9985.125,1.0,0,1,0,0,0,0,0,0
97,9986.125,1.0,0,1,0,0,0,0,0,0
98,9987.125,1.0,0,0,0,0,0,0,0,1
99,9986.125,1.0,0,0,0,0,0,0,0,1
100,9985.125,1.0,0,0,0,0,0,0,0,1
101,9984.125,1.0,0,1,0,0,0,0,0,0
102,9985.125,1.0,0,0,0,0,0,0,0,1
103,9984.125,1.0,0,0,0,0,0,0,0,1
104,9983.125,1.0,0,0,0,0,0,0,0,1
105,9982.125,1.0,0,0,0,0,0,0,0,1
106,9981.125,1.0,0,0,0,0,0,0,0,1
107,9980.125,1.0,0,1,0,0,0,0,0,0
108,9981.125,1.0,0,0,0,0,0,0,0,1
109,9980.125,1.0,0,0,0,0,0,1,0,0
110,9979.125,1.0,1,0,0,0,0,0,0,0
111,9980.625,1.0,0,0,1,0,0,0,0,0
112,9982.625,1.0,0,1,0,0,0,0,0,0
113,9983.625,1.0,0,0,0,0,0,1,0,0
114,9982.625,1.0,0,0,0,0,0,0,0,1
115,9981.625,1.0,0,1,0,0,0,0,0,0
116,9982.625,1.0,0,0,0,0,0,0,0,1
117,9981.625,1.0,0,0,0,0,0,0,0,1
118,9980.625,1.0,0,0,0,0,0,0,1,0
119,9978.625,1.0,0,1,0,0,0,0,0,0
120,9979.625,1.0,0,0,1,0,0,0,0,0
121,9981.625,1.0,0,0,0,0,0,0,0,1
122,9980.625,1.0,0,0,0,0,0,0,0,1
123,9979.625,1.0,0,0,0,0,0,1,0,0
124,9978.625,1.0,0,0,0,0,0,0,0,1
125,9977.625,1.0,0,0,0,0,0,0,0,1
126,9976.625,1.0,0,1,0,0,0,0,0,0
127,9977.625,1.0,0,1,0,0,0,0,0,0
128,9978.625,1.0,0,1,0,0,0,0,0,0
129,9979.625,1.25,0,1,0,0,0,0,0,0
130,9980.875,1.25,0,0,0,0,0,0,0,1
131,9979.625,1.0,0,0,0,0,0,0,0,1
132,9978.625,1.0,0,0,0,0,0,0,0,1
133,9977.625,1.5,0,0,0,0,0,0,0,1
134,9976.125,3.0,0,1,0,0,0,0,0,0
135,9979.125,1.75,0,0,0,0,0,0,0,1
136,9977.375,1.0,0,0,0,0,0,1,0,0
137,9976.375,1.0,0,1,0,0,0,0,0,0
138,9977.375,1.0,0,1,0,0,0,0,0,0
139,9978.375,1.0,0,1,0,0,0,0,0,0
140,9979.375,1.0,0,0,0,0,0,1,0,0
141,9978.375,1.0,0,0,0,0,0,0,0,2
142,9976.375,1.0,0,0,0,0,0,0,0,1
143,9975.375,1.0,0,0,0,0,0,0,0,1
144,9974.375,1.25,0,0,0,1,0,0,0,0
145,9974.375,1.25,0,1,0,0,0,0,0,0
146,9975.625,1.0,0,0,0,0,0,0,0,1
147,9974.625,1.0,0,0,1,0,0,0,0,0
148,9976.625,1.25,0,0,0,0,0,0,0,1
149,9975.375,1.0,1,0,0,0,0,0,0,0
150,9976.875,1.0,0,0,0,0,0,0,0,1
151,9975.875,1.0,0,0,0,1,0,0,0,0
152,9975.875,1.0,0,0,0,0,0,0,0,1
153,9974.875,1.0,0,0,1,0,0,0,0,0
154,9976.875,1.0,0,1,0,0,0,0,0,0
155,9977.875,1.0,1,0,0,0,0,0,0,0
156,9979.375,1.0,0,0,0,0,0,0,0,1
157,9978.375,1.0,0,0,0,0,0,0,0,2
158,9976.375,1.0,0,0,0,0,0,0,0,1
159,9975.375,1.0,0,0,0,0,0,0,0,1
160,9974.375,1.0,0,1,0,0,0,0,0,0
161,9975.375,1.0,1,0,0,0,0,0,0,0
162,9976.875,1.0,0,1,0,0,0,0,0,0
163,9977.875,1.0,0,0,0,0,0,1,0,0
164,9976.875,1.0,0,0,0,0,0,0,0,1
165,9975.875,1.0,0,0,1,0,0,0,0,0
166,9977.875,1.0,0,0,0,1,0,0,0,0
167,9977.875,1.0,0,1,0,0,0,0,0,0
168,9978.875,1.0,0,0,0,0,0,0,0,1
169,9977.875,2.0,0,1,0,0,0,0,0,0
170,9979.875,3.0,0,0,0,0,0,1,0,0
171,9976.875,2.75,0,0,0,0,0,0,1,0
172,9971.375,4.75,0,1,0,0,0,0,0,0
173,9976.125,4.25,0,1,0,0,0,0,0,0
174,9980.375,3.5,0,0,0,0,0,0,0,1
175,9976.875,2.5,0,0,0,0,0,0,0,1
176,9974.375,3.75,0,1,0,0,0,0,0,0
177,9978.125,3.5,0,1,0,0,0,0,0,0
178,9981.625,2.5,0,1,0,0,0,0,0,0
179,9984.125,2.5,0,1,0,0,0,0,0,0
180,9986.625,2.25,0,0,0,0,0,1,0,0
181,9984.375,3.5,0,0,0,0,0,0,0,1
182,9980.875,1.25,0,0,0,0,0,0,0,1
183,9979.625,1.25,0,1,0,0,0,0,0,0
184,9980.875,2.5,0,0,0,0,0,0,0,1
185,9978.375,2.0,0,0,0,0,0,0,0,1
186,9976.375,3.5,0,1,0,0,0,0,0,0
187,9979.875,4.75,0,0,0,1,0,0,0,0
188,9979.875,2.75,0,0,0,1,0,0,0,0
189,9979.875,2.0,0,1,0,0,0,0,0,0
190,9981.875,1.0,0,1,0,0,0,0,0,0
191,9982.875,1.0,0,0,0,0,0,0,0,1
192,9981.875,1.0,0,1,0,0,0,0,0,0
193,9982.875,1.0,0,0,0,0,0,0,0,1
194,9981.875,1.0,0,0,0,1,0,0,0,0
195,9981.875,1.0,0,0,0,0,0,1,0,0
196,9980.875,1.0,0,0,0,0,0,0,0,1
197,9979.875,1.0,1,0,0,0,0,0,0,0
198,9981.375,1.0,0,1,0,0,0,0,0,0
199,9982.375,1.0,0,1,0,0,0,0,0,0
200,9983.375,1.0,0,0,0,0,0,1,0,0
201,9982.375,1.0,0,0,0,1,0,0,0,0
202,9982.375,1.0,0,1,0,0,0,0,0,0
203,9983.375,1.0,0,0,0,0,0,0,0,1
204,9982.375,1.0,0,0,0,0,0,0,0,1
205,9981.375,1.0,0,0,0,0,0,0,0,1
206,9980.375,1.0,0,1,0,0,0,0,0,0
207,9981.375,1.0,0,0,0,1,0,0,0,0
208,9981.375,1.0,0,0,0,1,0,0,0,0
209,9981.375,1.0,0,0,0,0,0,0,0,1
210,9980.375,1.0,0,0,0,0,0,0,0,1
211,9979.375,1.0,0,0,0,0,0,0,0,1
212,9978.375,1.0,0,1,0,0,0,0,0,0
213,9979.375,1.0,0,1,0,0,0,0,0,0
214,9980.375,1.0,0,0,0,1,0,0,0,0
215,9980.375,1.0,0,0,0,0,0,0,0,1
216,9979.375,1.0,0,0,1,0,0,0,0,0
217,9981.375,1.0,0,0,0,0,0,0,0,2
218,9979.375,1.0,0,0,0,0,0,0,0,1
219,9978.375,1.0,0,0,0,0,0,0,0,1
220,9977.375,1.0,0,1,0,0,0,0,0,0
221,9978.375,1.0,0,0,0,0,0,0,0,1
222,9977.375,1.0,0,0,0,0,0,1,0,0
223,9976.375,1.0,0,0,0,1,0,0,0,0
224,9976.375,1.0,0,0,0,1,0,0,0,0
225,9976.375,1.0,0,1,0,0,0,0,0,0
226,9977.375,1.0,0,0,0,0,0,0,0,1
227,9976.375,1.0,0,0,1,0,0,0,0,0
228,9978.375,1.0,0,0,0,0,0,0,0,1
229,9977.375,1.0,1,0,0,0,0,0,0,0
230,9978.875,1.0,0,0,1,0,0,0,0,0
231,9980.875,1.0,0,1,0,0,0,0,0,0
232,9981.875,1.0,0,0,0,1,0,0,0,0
233,9981.875,1.0,0,1,0,0,0,0,0,0
234,9982.875,1.0,0,1,0,0,0,0,0,0
235,9983.875,1.0,0,1,0,0,0,0,0,0
236,9984.875,1.0,0,0,0,1,0,0,0,0
237,9984.875,1.0,0,1,0,0,0,0,0,0
238,9985.875,1.0,0,1,0,0,0,0,0,0
239,9986.875,1.0,0,0,0,0,0,0,0,1
240,9985.875,1.0,0,0,0,0,0,0,0,1
241,9984.875,1.0,0,1,0,0,0,0,0,0
242,9985.875,1.0,1,0,0,0,0,0,0,0
243,9987.375,1.0,0,1,0,0,0,0,0,0
244,9988.375,1.0,0,1,0,0,0,0,0,0
245,9989.375,1.0,0,0,0,0,0,0,0,1
246,9988.375,1.0,0,1,0,0,0,0,0,0
247,9989.375,1.0,0,1,0,0,0,0,0,0
248,9990.375,1.0,0,0,1,0,0,0,0,0
249,9992.375,1.0,1,0,0,0,0,0,0,0
250,9993.875,1.0,0,1,0,0,0,0,0,0
251,9994.875,1.0,0,0,0,0,0,1,0,0
252,9993.875,1.0,0,1,0,0,0,0,0,0
253,9994.875,1.0,0,1,0,0,0,0,0,0
254,9995.875,1.0,0,1,0,0,0,0,0,0
255,9996.875,1.0,0,1,0,0,0,0,0,0
256,9997.875,1.0,0,1,0,0,0,0,0,0
257,9998.875,1.0,0,0,0,0,0,0,0,1
258,9997.875,1.0,0,0,0,0,0,0,1,0
259,9995.875,1.0,0,0,0,0,0,0,0,1
260,9994.875,1.0,0,0,0,0,0,0,0,1
261,9993.875,1.0,0,0,0,0,0,1,0,0
262,9992.875,1.0,0,1,0,0,0,0,0,0
263,9993.875,1.0,0,0,0,0,0,0,0,1
264,9992.875,1.0,0,1,0,0,0,0,0,0
265,9993.875,1.0,0,0,1,0,0,0,0,0
266,9995.875,1.0,0,0,0,0,0,0,0,1
267,9994.875,1.0,0,0,0,0,0,0,0,1
268,9993.875,1.0,0,0,0,0,0,0,0,1
269,9992.875,1.0,1,0,0,0,0,0,0,0
270,9994.375,1.0,0,1,0,0,0,0,0,0
271,9995.375,1.0,0,1,0,0,0,0,0,0
272,9996.375,1.0,0,0,0,0,0,0,0,1
273,9995.375,1.0,0,1,0,0,0,0,0,0
274,9996.375,1.0,0,0,0,0,0,0,0,1
275,9995.375,1.0,0,0,1,0,0,0,0,0
276,9997.375,1.0,0,0,0,0,0,1,0,0
277,9996.375,1.0,0,0,1,0,0,0,0,0
278,9998.375,1.0,0,0,0,0,0,0,0,1
279,9997.375,1.0,0,0,0,0,0,1,0,0
280,9996.375,1.75,0,0,0,0,0,0,1,0
281,9992.875,3.0,0,0,0,0,0,1,0,0
282,9989.875,1.5,0,0,0,0,0,0,0,1
283,9988.375,2.0,1,0,0,0,0,0,0,0
284,9991.375,1.0,0,0,0,1,0,0,0,0
285,9991.375,1.0,0,1,0,0,0,0,0,0
286,9992.375,1.0,0,0,0,0,0,0,0,1
287,9991.375,1.0,0,0,0,0,0,1,0,0
288,9990.375,1.0,0,0,0,0,0,1,0,0
289,9989.375,1.5,0,1,0,0,0,0,0,0
290,9990.875,1.75,0,0,0,0,0,1,0,0
291,9989.125,1.0,0,0,0,0,0,0,0,1
292,9988.125,1.0,0,0,0,0,0,0,1,0
293,9986.125,2.25,0,0,0,1,0,0,0,0
294,9986.125,3.25,0,0,0,0,0,1,0,0
295,9982.875,2.5,0,1,0,0,0,0,0,0
296,9985.375,4.5,0,1,0,0,0,0,0,0
297,9989.875,3.75,0,0,0,0,0,0,0,1
298,9986.125,4.75,0,0,0,0,0,0,0,1
299,9981.375,3.75,0,1,0,0,0,0,0,0
300,9985.125,4.0,0,1,0,0,0,0,0,0
301,9989.125,4.5,0,1,0,0,0,0,0,0
302,9993.625,3.0,0,1,0,0,0,0,0,0
303,9996.625,3.25,0,0,0,0,0,1,0,0
304,9993.375,3.25,0,0,0,1,0,0,0,0
305,9993.375,1.0,0,1,0,0,0,0,0,0
306,9994.375,1.0,0,0,1,0,0,0,0,0
307,9996.375,1.0,0,1,0,0,0,0,0,0
308,9997.375,1.0,0,0,0,0,0,0,0,1
309,9996.375,1.0,0,0,1,0,0,0,0,0
310,9998.375,1.25,0,0,0,0,0,1,0,0
311,9997.125,1.0,0,0,1,0,0,0,0,0
312,9999.125,1.0,0,1,0,0,0,0,0,0
313,10000.125,1.0,0,0,0,0,0,0,0,1
314,9999.125,1.0,0,0,0,0,0,0,0,2
315,9997.125,1.0,0,0,0,0,0,1,0,0
316,9996.125,1.0,0,0,0,0,0,0,0,1
317,9995.125,1.0,0,0,0,0,0,1,0,0
318,9994.125,1.0,0,0,0,0,0,1,0,0
319,9993.125,1.0,0,1,0,0,0,0,0,0
320,9994.125,1.0,0,0,0,1,0,0,0,0
321,9994.125,1.0,0,1,0,0,0,0,0,0
322,9995.125,1.0,0,0,0,1,0,0,0,0
323,9995.125,1.0,0,1,0,0,0,0,0,0
324,9996.125,1.0,0,0,0,0,0,1,0,0
325,9995.125,1.0,0,1,0,0,0,0,0,0
326,9996.125,1.0,0,0,0,1,0,0,0,0
327,9996.125,1.0,0,0,0,0,0,0,0,1
328,9995.125,1.0,0,0,0,0,0,0,0,1
329,9994.125,1.0,0,0,0,0,0,0,0,1
330,9993.125,1.0,0,0,0,0,0,0,1,0
331,9991.125,2.25,1,0,0,0,0,0,0,0
332,9994.5,1.75,0,0,1,0,0,0,0,0
333,9998.0,2.0,0,0,0,0,0,1,0,0
334,9996.0,1.5,0,0,0,0,0,0,0,1
335,9994.5,1.0,0,0,0,0,0,1,0,0
336,9993.5,1.0,0,1,0,0,0,0,0,0
337,9994.5,1.0,0,0,0,1,0,0,0,0
338,9994.5,1.0,0,1,0,0,0,0,0,0
339,9995.5,1.0,1,0,0,0,0,0,0,0
340,9997.0,1.0,0,0,1,0,0,0,0,0
341,9999.0,1.0,0,0,0,0,0,0,0,1
342,9998.0,1.0,0,0,0,0,0,0,0,1
343,9997.0,1.0,0,0,0,0,0,0,0,1
344,9996.0,1.0,0,1,0,0,0,0,0,0
345,9997.0,1.0,0,1,0,0,0,0,0,0
346,9998.0,1.0,0,0,0,0,0,0,0,1
347,9997.0,1.0,0,0,0,0,0,1,0,0
348,9996.0,1.0,0,0,0,0,0,0,0,1
349,9995.0,1.0,0,0,0,0,0,1,0,0
350,9994.0,1.0,0,0,0,0,0,0,0,1
351,9993.0,1.0,0,0,0,0,0,0,0,1
352,9992.0,1.0,0,0,0,0,0,0,0,1
353,9991.0,1.0,0,2,0,0,0,0,0,0
354,9993.0,1.0,0,0,0,0,0,0,0,1
355,9992.0,1.0,0,0,0,0,0,0,0,1
356,9991.0,1.0,0,0,0,0,0,1,0,0
357,9990.0,1.0,0,1,0,0,0,0,0,0
358,9991.0,1.0,0,0,0,1,0,0,0,0
359,9991.0,1.0,0,0,0,0,0,0,0,2
360,9989.0,1.0,0,1,0,0,0,0,0,0
361,9990.0,1.0,0,0,0,0,0,0,0,1
362,9989.0,1.0,2,0,0,0,0,0,0,0
363,9992.0,1.0,0,1,0,0,0,0,0,0
364,9993.0,1.0,0,0,0,1,0,0,0,0
365,9993.0,1.25,0,1,0,0,0,0,0,0
366,9994.25,1.5,0,0,0,0,0,0,0,1
367,9992.75,1.0,0,0,0,0,0,0,0,1
368,9991.75,1.5,0,0,1,0,0,0,0,0
369,9994.75,2.5,0,1,0,0,0,0,0,0
370,9997.25,1.5,0,0,1,0,0,0,0,0
371,10000.25,3.0,0,1,0,0,0,0,0,0
372,10003.25,2.25,0,0,0,0,0,0,0,1
373,10001.0,1.75,0,0,0,1,0,0,0,0
374,10001.0,1.5,0,0,0,0,0,0,1,0
375,9998.0,2.75,0,1,0,0,0,0,0,0
376,10000.75,3.0,0,1,0,0,0,0,0,0
377,10003.75,1.75,0,2,0,0,0,0,0,0
378,10007.25,2.75,0,0,1,0,0,0,0,0
379,10012.75,2.75,0,0,0,0,0,1,0,0
380,10010.0,2.25,0,0,0,0,0,0,0,1
381,10007.75,1.0,0,0,0,0,0,0,0,1
382,10006.75,1.0,0,1,0,0,0,0,0,0
383,10007.75,1.0,0,1,0,0,0,0,0,0
384,10008.75,1.0,0,0,0,1,0,0,0,0
385,10008.75,1.0,0,1,0,0,0,0,0,0
386,10009.75,1.0,0,1,0,0,0,0,0,0
387,10010.75,1.0,0,0,0,0,0,0,0,1
388,10009.75,1.0,0,0,0,0,0,0,0,1
389,10008.75,1.0,0,1,0,0,0,0,0,0
390,10009.75,1.0,0,1,0,0,0,0,0,0
391,10010.75,1.0,1,0,0,0,0,0,0,0
392,10012.25,1.0,0,0,0,0,0,0,0,1
393,10011.25,1.0,0,0,0,0,0,1,0,0
394,10010.25,1.0,0,0,1,0,0,0,0,0
395,10012.25,1.0,0,0,0,0,0,0,0,1
396,10011.25,1.0,0,1,0,0,0,0,0,0
397,10012.25,1.0,0,1,0,0,0,0,0,0
398,10013.25,1.0,1,0,0,0,0,0,0,0
399,10014.75,1.0,0,2,0,0,0,0,0,0
400,10016.75,1.0,0,0,0,0,0,0,0,1
401,10015.75,1.0,0,0,0,0,0,0,0,1
402,10014.75,1.0,0,0,0,1,0,0,0,0
403,10014.75,1.0,0,1,0,0,0,0,0,0
404,10015.75,1.0,0,0,0,0,0,0,0,1
405,10014.75,1.0,0,0,0,0,0,0,0,1
406,10013.75,1.0,0,0,0,1,0,0,0,0
407,10013.75,1.0,0,0,0,0,0,0,0,1
408,10012.75,1.0,0,0,0,0,0,0,0,1
409,10011.75,1.0,0,0,0,0,0,1,0,0
410,10010.75,1.0,0,0,1,0,0,0,0,0
411,10012.75,1.0,0,0,0,0,0,0,0,1
412,10011.75,1.0,0,0,0,0,0,1,0,0
413,10010.75,1.0,0,1,0,0,0,0,0,0
414,10011.75,1.0,0,0,0,0,0,0,1,0
415,10009.75,1.0,0,1,0,0,0,0,0,0
416,10010.75,1.0,0,0,0,0,0,0,0,1
417,10009.75,1.0,0,1,0,0,0,0,0,0
418,10010.75,1.0,0,0,0,1,0,0,0,0
419,10010.75,1.0,0,0,0,0,0,0,0,1
420,10009.75,1.0,0,1,0,0,0,0,0,0
421,10010.75,1.0,0,0,0,1,0,0,0,0
422,10010.75,1.0,0,0,0,0,0,0,0,1
423,10009.75,1.0,0,1,0,0,0,0,0,0
424,10010.75,1.0,0,1,0,0,0,0,0,0
425,10011.75,1.0,0,1,0,0,0,0,0,0
426,10012.75,1.0,0,0,0,1,0,0,0,0
427,10012.75,1.0,0,1,0,0,0,0,0,0
428,10013.75,1.0,0,1,0,0,0,0,0,0
429,10014.75,1.0,0,1,0,0,0,0,0,0
430,10015.75,1.0,0,0,0,0,0,0,0,1
431,10014.75,1.0,0,0,0,0,0,1,0,0
432,10013.75,1.0,0,1,0,0,0,0,0,0
433,10014.75,1.0,0,1,0,0,0,0,0,0
434,10015.75,1.25,0,0,0,0,0,1,0,0
435,10014.5,1.0,0,0,0,0,0,0,0,1
436,10013.5,1.0,0,0,0,0,0,1,0,0
437,10012.5,1.0,2,0,0,0,0,0,0,0
438,10015.5,1.0,0,0,0,0,0,1,0,0
439,10014.5,1.0,1,0,0,0,0,0,0,0
440,10016.0,1.0,0,0,1,0,0,0,0,0
441,10018.0,1.0,0,0,0,0,0,1,0,0
442,10017.0,1.0,0,0,0,0,0,0,0,1
443,10016.0,1.0,0,0,0,0,0,0,0,1
444,10015.0,1.0,0,1,0,0,0,0,0,0
445,10016.0,1.0,0,0,0,0,0,0,0,1
446,10015.0,1.0,0,0,0,0,0,0,0,1
447,10014.0,1.0,0,0,0,0,0,0,0,1
448,10013.0,1.0,0,0,0,0,0,0,0,2
449,10011.0,1.0,0,1,0,0,0,0,0,0
450,10012.0,1.0,0,1,0,0,0,0,0,0
451,10013.0,1.0,0,0,1,0,0,0,0,0
452,10015.0,1.0,0,1,0,0,0,0,0,0
453,10016.0,1.0,0,0,0,0,0,0,1,0
454,10014.0,1.0,0,1,0,0,0,0,0,0
455,10015.0,1.0,0,0,0,0,0,0,0,1
456,10014.0,1.0,0,0,0,0,0,0,0,1
457,10013.0,1.0,0,1,0,0,0,0,0,0
458,10014.0,1.0,0,1,0,0,0,0,0,0
459,10015.0,1.0,0,1,0,0,0,0,0,0
460,10016.0,1.0,1,0,0,0,0,0,0,0
461,10017.5,1.0,0,0,0,0,0,0,0,1
462,10016.5,1.0,0,0,0,0,0,1,0,0
463,10015.5,1.0,0,0,0,0,0,0,0,1
464,10014.5,1.0,0,0,0,0,0,0,0,1
465,10013.5,1.25,0,0,0,0,0,0,1,0
466,10011.0,1.5,0,2,0,0,0,0,0,0
467,10014.0,1.25,0,1,0,0,0,0,0,0
468,10015.25,1.0,0,0,0,0,0,0,0,1
469,10014.25,1.5,0,1,0,0,0,0,0,0
470,10015.75,2.75,0,0,0,0,0,0,0,1
471,10013.0,3.0,0,1,0,0,0,0,0,0
472,10016.0,3.5,0,0,0,1,0,0,0,0
473,10016.0,3.75,0,0,0,1,0,0,0,0
474,10016.0,2.5,0,0,0,0,0,0,0,1
475,10013.5,2.0,0,0,0,1,0,0,0,0
476,10013.5,1.5,0,0,0,0,0,0,0,1
477,10012.0,2.25,0,0,0,1,0,0,0,0
478,10012.0,1.75,0,1,0,0,0,0,0,0
479,10013.75,2.0,0,0,0,0,0,0,0,1
480,10011.75,1.25,0,0,0,0,0,0,0,1
481,10010.5,1.0,0,1,0,0,0,0,0,0
482,10011.5,1.0,0,1,0,0,0,0,0,0
483,10012.5,1.0,0,0,0,1,0,0,0,0
484,10012.5,1.0,0,0,0,0,0,0,0,1
485,10011.5,1.0,0,1,0,0,0,0,0,0
486,10012.5,1.0,0,1,0,0,0,0,0,0
487,10013.5,1.0,0,0,0,0,0,0,0,1
488,10012.5,1.25,0,0,0,0,0,1,0,0
489,10011.25,3.0,0,1,0,0,0,0,0,0
490,10014.25,1.75,0,0,0,1,0,0,0,0
491,10014.25,2.0,0,0,0,0,0,0,0,1
492,10012.25,1.5,0,1,0,0,0,0,0,0
493,10013.75,1.0,0,0,0,0,0,0,0,1
494,10012.75,1.0,0,1,0,0,0,0,0,0
495,10013.75,1.0,0,0,0,0,0,1,0,0
496,10012.75,1.0,0,0,1,0,0,0,0,0
497,10014.75,1.0,0,0,0,0,0,0,0,1
498,10013.75,1.0,0,0,0,0,0,0,0,1
499,10012.75,1.0,0,1,0,0,0,0,0,0
500,10013.75,1.0,0,0,0,0,0,0,0,1
501,10012.75,1.0,0,0,1,0,0,0,0,0
502,10014.75,1.0,0,1,0,0,0,0,0,0
503,10015.75,1.0,0,0,1,0,0,0,0,0
504,10017.75,1.0,0,0,0,0,0,0,0,1
505,10016.75,1.0,0,1,0,0,0,0,0,0
506,10017.75,1.0,0,0,0,0,0,0,0,1
507,10016.75,1.0,0,0,0,0,0,0,0,1
508,10015.75,1.0,0,1,0,0,0,0,0,0
509,10016.75,1.0,0,0,0,0,0,0,0,1
510,10015.75,1.0,0,1,0,0,0,0,0,0
511,10016.75,1.0,0,0,0,0,0,0,0,1
512,10015.75,1.0,0,0,0,1,0,0,0,0
513,10015.75,1.0,0,1,0,0,0,0,0,0
